id,trigger,conditions,script,text,options,notes
shroudedSubstrateOptSelD,DialogOptionSelected,$option == shroudedSubstrate_optSelD,"$saidDestroyed = true 0
FireAll shroudedSubstrateBeginOpts","エンジニアリングはテックにニヤリとします。

""それは基本的に不安定です、放置すると、""とテックは認めます。""封じ込めがなければ、それは、""言葉を探しながら一時停止します。

""消えてしまう？いいえ、引き下がる。ゆっくりと。プロセスは非線形であり、時間が経つにつれて加速するようです。ただし、質量、体積、または... 出力の正確な用語を測定するのは難しいです。それはすべて... 減少していくのです。""",,
shroudedSubstrateOptSelE,DialogOptionSelected,$option == shroudedSubstrate_optSelE,,"テックはエンジニアリングを見ますが、彼は以前の懐疑的な空気にもかかわらず、笑みを抑えることができません。あなたのチーフエンジニアは頷き、TriPadをひっくり返します。

""それはかなり簡単です、$playerSirOrMadam。改造された一般的な機器を使用してテスト装置をスケールアップし、戦闘アプリケーション範囲で出力を生成します。頑丈なシャーシは難しくありません。私たちはすでに、マイクロフォージドコンポーネントと既存の供給ストックを使用して、ほとんどの武器システムのモジュラーコンポーネントを修理するための設備が整っています。""

彼らは再び作業場を見つめて一時停止します。""鍵はこの『基質』です。それはコア、... 増幅、変換を提供します。""",shroudedSubstrate_optSelE2:続ける,
shroudedSubstrateOptSelE2,DialogOptionSelected,$option == shroudedSubstrate_optSelE2,"$saidWeaponized = true 0
FireAll shroudedSubstrateBeginOpts","テックが口を開きます。""私たちが遭遇した、ええと、敵の存在との接触中に記録されたセンサーデータを使用して、観察された特定の効果を信頼性高く再現することが可能であると考えています。""

あなたの前にスクロールしている回路図は複雑ですが、エネルギー兵器マウントに共通する導管とコンデンサーを認識します。そして、各デザインの中心にある奇妙なもの、これらの人間の創造物には属さない鼓動する心臓のようなものがあります。

あなたは、予測された出力がエラーであるかどうかを尋ねるほど、あなたの士官を信頼しています - あなたはすでにこれらのものが何をすることができるかを見てきました。",,
shroudedSubstrateOptSelF,DialogOptionSelected,$option == shroudedSubstrate_optSelF,"$player.canMakeDwellerWeapons = true
Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","""$PlayerSirOrMadam、""と彼らは再び声を揃えて言います。

シェード基質が利用可能です: $player.shroudedSubstrateAvailable ユニット。","substrate_selectWeapons:武器を選択して組み立てる
defaultLeave:離脱する",
,,,,,,
shroudedSubstrateWasAnalyzed,ShroudedSubstrateRightClick,$player.canMakeDwellerWeapons,"ShowImageVisual shrouded_weapon_assembly
Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","あなたは技術士官と主任技術者と共に、小さなブリーフィングルームで相談しています。そこは、あなたが見つけた異常な標本を保管し分析するために改造された作業場を見下ろしています。彼らは設計図を見つめ、実装の詳細について激しく議論しています。あなたは、彼らの意見の不一致が専門的な尊敬に基づいていることに満足しています。

彼らはあなたに気づき、声を揃えて「$PlayerSirOrMadam。」と言います。

シェード基質が利用可能です: $player.shroudedSubstrateAvailable ユニット。","substrate_selectWeapons:武器を選択して組み立てる
defaultLeave:離脱する",
substrate_selectWeaponsSel,DialogOptionSelected,$option == substrate_selectWeapons,DwellerCMD showWeaponPicker,,,
SubstrateWeaponsPicked,SubstrateWeaponsPicked,,"Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","あなたの技術士官と主任技術者は設計図を見つめ、実装の詳細について議論しています。あなたは、彼らの意見の不一致が専門的な尊敬に基づいていることに満足しています。

シェード基質が利用可能です: $player.shroudedSubstrateAvailable ユニット。","substrate_selectWeapons:武器を選択して組み立てる
defaultLeave:離脱する",
CheckPlayerHasNoSubstrate,CheckPlayerHasNoSubstrate,$player.shroudedSubstrateAvailable <= 0,"SetEnabled substrate_selectWeapons false
SetTooltip substrate_selectWeapons ""No Shrouded Substrate available.""",,,
,,,,,,
,,,,,,
# Shrouded Thunderhead/Mantle/Lens - analyzing to learn hullmods,,,,,,
ShroudedHullmodItemRCMantle,ShroudedHullmodItemRC,$player.shroudedHullmodId == shrouded_mantle,"ShowImageVisual shrouded_weapon_assembly
FireAll MostLuddicEthosRefresh
$option = ShroudedHMM_talk1 0
FireBest DialogOptionSelected",,,
ShroudedHullmodItemRCMantle1a,DialogOptionSelected,$option == ShroudedHMM_talk1,"$option = ShroudedHMM_talk2 0
FireBest DialogOptionSelected",あなたは技術士官と主任技術者が「特別な回収」ベイに保管されている異常な標本の一つについて深く議論しているのを見つけます。,,
ShroudedHullmodItemRCMantle1b,DialogOptionSelected,"$option == ShroudedHMM_talk1
$player.didAShroudedHullmodUnlock","$option = ShroudedHMM_talk2 0
FireBest DialogOptionSelected",あなたは技術士官と主任技術者が「特別な回収」ベイに保管されている異常な標本の一つについて別の議論をしているのを見つけます。,,
ShroudedHullmodItemRCMantle2,DialogOptionSelected,$option == ShroudedHMM_talk2,,"エンジニアリングはしかめっ面をし、インターフェースで船の図を急に操作しています。「フラックスグリッドに固定する必要があります。船体の形状に十分近く保つ唯一の方法です。」

「その通りです」と技術者が言います。「エキゾチックな材料が減少しないようにするためです！それは、入ってくる弾丸からエネルギーを引き出し、ええと...メタプラズマに蓄えるでしょうか？」

エンジニアリングは軽蔑的に鼻を鳴らします。

「単なる作業用語です」と技術者が防御的に言います。",ShroudedHMM_talk3:続ける,
ShroudedHullmodItemRCMantle3,DialogOptionSelected,$option == ShroudedHMM_talk3,"$option = ShroudedHMM_talk4 0
FireBest DialogOptionSelected","""この理論的な、擬似プラズマにエネルギーを永遠に蓄えることはできません、""とエンジニアリングが言います。""どこかに行かなければなりません。""

""フラックスコンバーターの極性を反転させ、ドライブフィールドを点滅させます。さあ、ローカルな時空に優しい衝撃を。""技術者は自己満足そうに見えます。""ええと、つまり船そのものです。""

""優しい衝撃であることを願っています。""エンジニアリングはしかめっ面をし、重力慣性抑制のタイミングチャートを引き上げます。""もしうまくいけば。""",,
ShroudedHullmodItemRCMantle4a,DialogOptionSelected,$option == ShroudedHMM_talk4,,"""うまくいくでしょう、""と技術者が言います。","ShroudedHMM_talk5:""証明してください。シフトの終わりまでに完全な提案とテストスケジュールを求めます。""",
ShroudedHullmodItemRCMantle4b,DialogOptionSelected,"$option == ShroudedHMM_talk4
$player.didAShroudedHullmodUnlock",,"""うまくいくでしょう、""と技術者が言います。""前回を覚えていますか？""","ShroudedHMM_talk5:""証明してください。シフトの終わりまでに完全な提案とテストスケジュールを求めます。""",
ShroudedHullmodItemRCMantle5,DialogOptionSelected,$option == ShroudedHMM_talk5,"$player.didAShroudedHullmodUnlock = true
$option = ShroudedHMM_talk6 0
FireBest DialogOptionSelected","二人は注意を引き、議論に夢中になりすぎてあなたが近づくのに気づきませんでした。

""$PlayerSirOrMadam、はい $playerSirOrMadam、""と彼らは言い、敬礼します。",,
ShroudedHullmodItemRCMantle5l,DialogOptionSelected,"$option == ShroudedHMM_talk5l
$player.luddicFaithfulOrChurchCom",$player.didAShroudedHullmodUnlock = true,"二人は注意を引き、議論に夢中になりすぎてあなたが近づくのに気づきませんでした。

""$PlayerSirOrMadam、はい $playerSirOrMadam、""と彼らは言い、敬礼します。",ShroudedHMM_talk6:続ける,
ShroudedHullmodItemRCMantle6,DialogOptionSelected,$option == ShroudedHMM_talk6,"Highlight ""literally demonic""
DwellerCMD unlockHullmod",あなたは、ルド教の信者がこの技術の使用を文字通り悪魔的なものと見なす可能性を否定できないことを考えます。あなたは異端の無法者と宣言され、ルドの騎士やルド左派に狩られる可能性があります。,"defaultLeave:""そのままで。""",
